comb7_str_key,comb5_name,comb5_nn,comb5_str_key
"4,4,7,10,11,12,13_4,10,11,12,13",FLUSH,6642,"4,10,11,12,13_fl"
"2,3,4,8,9,10,10_2,3,4,8,9,10",FLUSH,5972,"3,4,8,9,10_fl"
"3,4,8,8,10,12,13_3,4,10,12,13",FLUSH,6586,"3,4,10,12,13_fl"
"2,3,4,9,9,12,14_2,4,9,12,14",FLUSH,6892,"2,4,9,12,14_fl"
"2,3,4,6,10,11,13_2,3,4,10,13",FLUSH,6388,"2,3,4,10,13_fl"
"2,5,8,11,11,12,13_2,8,11,12,13",FLUSH,6627,"2,8,11,12,13_fl"
"2,3,4,4,5,11,14_2,3,4,5,11,14",STRAIGHT_FLUSH,7452,"2,3,4,5,14_fl"
"2,2,10,10,12,12,14_unfl",TWO_PAIRS,4730,"10,10,12,12,14_unfl"
"2,3,4,9,10,12,13_unfl",HIGH_CARD,744,"4,9,10,12,13_unfl"
"5,6,8,9,10,13,14_6,9,10,13,14",FLUSH,7057,"6,9,10,13,14_fl"
"2,3,5,6,8,10,14_5,6,8,10,14",FLUSH,6745,"5,6,8,10,14_fl"
"2,3,3,7,9,14,14_2,3,7,9,14",FLUSH,6691,"2,3,7,9,14_fl"
"2,3,3,4,4,8,11_2,3,4,8,11",FLUSH,5999,"2,3,4,8,11_fl"
"3,5,5,6,7,9,11_3,5,6,7,9",FLUSH,5894,"3,5,6,7,9_fl"
"4,6,7,8,9,9,9_4,6,7,8,9",FLUSH,5914,"4,6,7,8,9_fl"
"5,7,10,11,12,12,13_unfl",ONE_PAIR,3641,"10,11,12,12,13_unfl"
"2,2,3,7,8,12,14_2,3,7,12,14",FLUSH,6866,"2,3,7,12,14_fl"
"2,2,3,3,8,8,13_unfl",TWO_PAIRS,4322,"3,3,8,8,13_unfl"
"4,6,6,7,8,12,14_4,6,7,12,14",FLUSH,6874,"4,6,7,12,14_fl"
"3,5,6,9,10,11,11_3,5,6,9,11",FLUSH,6027,"3,5,6,9,11_fl"
"2,5,10,12,12,13,13_2,5,10,12,13",FLUSH,6587,"2,5,10,12,13_fl"
"2,4,5,6,8,9,13_4,5,6,8,9,13",FLUSH,6382,"5,6,8,9,13_fl"
"5,6,6,7,11,12,14_5,6,7,11,12",FLUSH,6254,"5,6,7,11,12_fl"
"2,3,6,7,8,9,13_2,3,7,8,13",FLUSH,6343,"2,3,7,8,13_fl"
"3,5,6,7,8,10,11_3,5,7,8,10",FLUSH,5944,"3,5,7,8,10_fl"
"6,8,8,9,13,14,14_6,8,9,13,14",FLUSH,7030,"6,8,9,13,14_fl"
"6,8,9,10,10,12,14_6,8,10,12,14",FLUSH,6931,"6,8,10,12,14_fl"
"2,4,4,5,8,9,14_2,4,5,8,9",FLUSH,5898,"2,4,5,8,9_fl"
"6,7,8,10,13,14,14_unfl",ONE_PAIR,4116,"8,10,13,14,14_unfl"
"6,8,9,14,14,14,14_unfl",FOUR_OF_KIND,7447,"9,14,14,14,14_unfl"
"3,6,7,9,10,11,14_3,6,9,11,14",FLUSH,6814,"3,6,9,11,14_fl"
"2,4,5,6,7,8,10_unfl",STRAIGHT,5856,"4,5,6,7,8_unfl"
"3,6,8,11,11,12,12_3,6,8,11,12",FLUSH,6262,"3,6,8,11,12_fl"
"4,6,6,9,10,10,12_4,6,9,10,12",FLUSH,6222,"4,6,9,10,12_fl"
"4,5,7,12,12,13,14_4,5,7,13,14",FLUSH,6991,"4,5,7,13,14_fl"
"2,3,5,6,8,9,13_2,3,6,8,9",FLUSH,5900,"2,3,6,8,9_fl"
"2,6,7,7,8,8,10_2,6,7,8,10",FLUSH,5946,"2,6,7,8,10_fl"
"4,5,6,6,7,8,12_4,6,7,8,12",FLUSH,6142,"4,6,7,8,12_fl"
"3,4,5,6,7,7,9_4,5,6,7,9",FLUSH,5895,"4,5,6,7,9_fl"
"4,7,9,9,10,10,11_unfl",TWO_PAIRS,4529,"9,9,10,10,11_unfl"
"2,6,10,11,12,13,14_2,6,10,12,13,14",FLUSH,7128,"6,10,12,13,14_fl"
"3,4,4,5,6,9,14_3,4,5,9,14",FLUSH,6684,"3,4,5,9,14_fl"
"5,7,10,10,11,12,14_5,7,10,11,12",FLUSH,6304,"5,7,10,11,12_fl"
"4,5,6,7,9,10,11_unfl",HIGH_CARD,240,"6,7,9,10,11_unfl"
"2,6,6,8,11,12,13_2,8,11,12,13",FLUSH,6627,"2,8,11,12,13_fl"
"2,3,3,9,10,11,12_unfl",ONE_PAIR,1616,"3,3,10,11,12_unfl"
"2,2,3,7,9,10,10_unfl",TWO_PAIRS,4451,"2,2,9,10,10_unfl"
"2,2,6,6,8,12,12_unfl",TWO_PAIRS,4681,"6,6,8,12,12_unfl"
"2,7,10,10,10,12,12_unfl",FULL_HOUSE,7245,"10,10,10,12,12_unfl"
"2,4,6,7,7,11,13_2,6,7,11,13",FLUSH,6460,"2,6,7,11,13_fl"
"2,5,5,6,7,8,10_2,6,7,8,10",FLUSH,5946,"2,6,7,8,10_fl"
"2,6,6,10,12,14,14_2,6,10,12,14",FLUSH,6918,"2,6,10,12,14_fl"
"3,4,4,5,9,10,11_3,4,5,9,10",FLUSH,5953,"3,4,5,9,10_fl"
"2,5,7,8,11,12,13_2,5,7,8,12",FLUSH,6137,"2,5,7,8,12_fl"
"5,8,10,10,11,13,14_5,8,10,11,13",FLUSH,6518,"5,8,10,11,13_fl"
"2,3,7,11,12,12,13_2,3,7,11,13",FLUSH,6454,"2,3,7,11,13_fl"
"3,3,6,8,9,11,12_3,6,8,9,11,12",FLUSH,6289,"6,8,9,11,12_fl"
"2,3,4,7,12,14,14_unfl",ONE_PAIR,4049,"4,7,12,14,14_unfl"
"3,4,4,7,10,11,13_3,4,7,10,13",FLUSH,6400,"3,4,7,10,13_fl"
"4,5,6,8,10,13,14_5,6,8,10,13",FLUSH,6417,"5,6,8,10,13_fl"
"7,8,9,10,11,13,14_8,9,11,13,14",FLUSH,7087,"8,9,11,13,14_fl"
"2,2,2,3,4,6,14_2,3,4,6,14",FLUSH,6647,"2,3,4,6,14_fl"
"2,3,6,6,8,12,13_2,3,6,12,13",FLUSH,6532,"2,3,6,12,13_fl"
"2,3,5,7,10,10,13_2,3,5,10,13",FLUSH,6389,"2,3,5,10,13_fl"
"2,4,4,5,6,9,11_2,4,5,6,9",FLUSH,5884,"2,4,5,6,9_fl"
"2,4,5,9,10,12,12_2,4,5,9,12",FLUSH,6146,"2,4,5,9,12_fl"
"3,6,7,7,7,7,9_unfl",FOUR_OF_KIND,7362,"7,7,7,7,9_unfl"
"2,3,4,5,11,12,13_3,5,11,12,13",FLUSH,6616,"3,5,11,12,13_fl"
"3,3,4,9,10,12,12_unfl",TWO_PAIRS,4650,"3,3,10,12,12_unfl"
"4,7,9,9,12,12,14_unfl",TWO_PAIRS,4719,"9,9,12,12,14_unfl"
"3,3,6,7,10,10,14_3,6,7,10,14",FLUSH,6733,"3,6,7,10,14_fl"
"8,9,10,11,12,12,13_9,10,11,12,13",STRAIGHT_FLUSH,7460,"9,10,11,12,13_fl"
"3,3,4,6,9,10,14_3,4,6,10,14",FLUSH,6722,"3,4,6,10,14_fl"
"2,3,4,6,12,13,14_2,4,6,12,13",FLUSH,6533,"2,4,6,12,13_fl"
"5,5,8,9,10,13,14_5,8,9,13,14",FLUSH,7029,"5,8,9,13,14_fl"
"2,6,7,10,11,12,13_2,6,10,11,12,13",FLUSH,6644,"6,10,11,12,13_fl"
"5,8,8,10,12,13,14_5,10,12,13,14",FLUSH,7127,"5,10,12,13,14_fl"
"3,6,7,9,11,14,14_3,6,7,11,14",FLUSH,6789,"3,6,7,11,14_fl"
"4,4,7,9,10,10,14_4,7,9,10,14",FLUSH,6763,"4,7,9,10,14_fl"
"4,6,7,7,10,13,14_unfl",ONE_PAIR,2594,"7,7,10,13,14_unfl"
"7,7,8,8,11,12,13_7,8,11,12,13",FLUSH,6632,"7,8,11,12,13_fl"
"2,3,3,7,9,9,11_unfl",TWO_PAIRS,4386,"3,3,9,9,11_unfl"
"2,3,8,9,11,12,13_2,3,8,9,12,13",FLUSH,6579,"3,8,9,12,13_fl"
"3,3,5,6,9,11,13_3,6,9,11,13",FLUSH,6486,"3,6,9,11,13_fl"
"2,5,6,7,8,8,10_5,6,7,8,10",FLUSH,5949,"5,6,7,8,10_fl"
"2,3,4,5,7,11,13_2,3,5,7,13",FLUSH,6324,"2,3,5,7,13_fl"
"2,3,5,7,10,11,11_2,3,5,7,11",FLUSH,5990,"2,3,5,7,11_fl"
"2,5,7,8,11,13,14_2,5,7,8,11,13,14",FLUSH,7080,"7,8,11,13,14_fl"
"3,5,8,10,11,13,13_3,5,10,11,13",FLUSH,6504,"3,5,10,11,13_fl"
"4,5,8,10,12,13,14_8,10,12,13,14",FLUSH,7130,"8,10,12,13,14_fl"
"8,10,11,12,12,12,14_8,10,11,12,14",FLUSH,6974,"8,10,11,12,14_fl"
"2,2,5,6,8,11,12_2,5,6,8,12",FLUSH,6131,"2,5,6,8,12_fl"
"3,7,7,9,13,13,14_unfl",TWO_PAIRS,4807,"7,7,13,13,14_unfl"
"2,3,4,5,6,8,12_2,4,5,6,12",FLUSH,6112,"2,4,5,6,12_fl"
"2,3,4,7,11,12,13_3,7,11,12,13",FLUSH,6623,"3,7,11,12,13_fl"
"3,6,7,8,9,9,11_3,7,8,9,11",FLUSH,6050,"3,7,8,9,11_fl"
"2,2,2,2,3,10,11_unfl",FOUR_OF_KIND,7304,"2,2,2,2,11_unfl"
"2,6,7,8,11,12,13_6,7,8,11,12",FLUSH,6269,"6,7,8,11,12_fl"
"3,7,9,10,11,14,14_3,7,10,11,14",FLUSH,6839,"3,7,10,11,14_fl"
"2,2,3,9,10,11,13_2,3,9,11,13",FLUSH,6479,"2,3,9,11,13_fl"
"3,4,5,7,9,11,14_4,5,7,11,14",FLUSH,6787,"4,5,7,11,14_fl"
"5,6,8,8,9,10,12_unfl",ONE_PAIR,2708,"8,8,9,10,12_unfl"
"2,4,5,6,7,12,13_2,4,7,12,13",FLUSH,6539,"2,4,7,12,13_fl"
"3,3,5,7,7,13,14_3,5,7,13,14",FLUSH,6990,"3,5,7,13,14_fl"
"2,3,4,8,9,9,13_2,3,8,9,13",FLUSH,6373,"2,3,8,9,13_fl"
"2,2,2,4,5,10,13_unfl",THREE_OF_KIND,5047,"2,2,2,10,13_unfl"
"2,3,6,7,8,9,10_2,3,6,8,10",FLUSH,5934,"2,3,6,8,10_fl"
"2,5,5,6,7,11,12_2,5,6,7,12",FLUSH,6121,"2,5,6,7,12_fl"
"2,7,8,9,12,13,14_2,7,8,9,12,14",FLUSH,6911,"7,8,9,12,14_fl"
"3,3,3,10,11,12,13_3,10,11,12,13",FLUSH,6641,"3,10,11,12,13_fl"
"3,5,6,6,6,10,10_unfl",FULL_HOUSE,7195,"6,6,6,10,10_unfl"
"3,8,11,12,13,14,14_3,11,12,13,14",FLUSH,7133,"3,11,12,13,14_fl"
"2,3,4,4,11,12,14_2,3,4,12,14",FLUSH,6856,"2,3,4,12,14_fl"
"5,6,6,8,10,11,13_6,8,10,11,13",FLUSH,6519,"6,8,10,11,13_fl"
"3,5,7,8,11,13,13_3,5,7,8,13",FLUSH,6347,"3,5,7,8,13_fl"
"3,5,6,7,10,13,14_5,6,7,10,13,14",FLUSH,7046,"6,7,10,13,14_fl"
"2,3,5,6,12,13,14_2,3,5,12,14",FLUSH,6857,"2,3,5,12,14_fl"
"3,6,10,10,11,12,12_3,6,10,11,12",FLUSH,6298,"3,6,10,11,12_fl"
"2,5,5,7,7,8,9_unfl",TWO_PAIRS,4285,"5,5,7,7,9_unfl"
"5,5,6,7,9,10,13_5,6,7,10,13",FLUSH,6407,"5,6,7,10,13_fl"
"2,3,7,9,11,12,13_3,7,11,12,13",FLUSH,6623,"3,7,11,12,13_fl"
"3,6,6,7,11,11,11_unfl",FULL_HOUSE,7252,"6,6,11,11,11_unfl"
"4,5,9,9,10,12,14_4,5,9,10,14",FLUSH,6756,"4,5,9,10,14_fl"
"2,3,5,5,5,10,14_unfl",THREE_OF_KIND,5255,"5,5,5,10,14_unfl"
"4,5,5,6,6,11,11_unfl",TWO_PAIRS,4580,"5,6,6,11,11_unfl"
"6,7,9,11,13,13,14_6,7,9,11,14",FLUSH,6821,"6,7,9,11,14_fl"
"4,5,6,8,9,12,14_4,5,6,8,9,14",FLUSH,6710,"5,6,8,9,14_fl"
"2,3,4,6,11,12,13_2,3,4,6,13",FLUSH,6319,"2,3,4,6,13_fl"
"3,3,4,10,12,13,13_3,4,10,12,13",FLUSH,6586,"3,4,10,12,13_fl"
"2,5,7,8,9,11,12_2,5,9,11,12",FLUSH,6273,"2,5,9,11,12_fl"
"2,3,6,8,9,10,14_3,6,8,9,10",FLUSH,5977,"3,6,8,9,10_fl"
"2,6,7,9,10,11,14_2,6,7,9,11,14",FLUSH,6821,"6,7,9,11,14_fl"
"4,4,4,5,5,8,14_unfl",FULL_HOUSE,7166,"4,4,4,5,5_unfl"
"2,2,7,10,11,13,13_unfl",TWO_PAIRS,4750,"2,2,11,13,13_unfl"
"2,3,6,7,9,11,14_2,6,9,11,14",FLUSH,6813,"2,6,9,11,14_fl"
"6,8,9,11,11,13,13_unfl",TWO_PAIRS,4848,"9,11,11,13,13_unfl"
"3,6,7,7,9,12,14_3,7,9,12,14",FLUSH,6902,"3,7,9,12,14_fl"
"2,5,6,7,8,9,12_2,6,7,9,12",FLUSH,6160,"2,6,7,9,12_fl"
"2,5,6,6,7,11,12_2,5,6,7,12",FLUSH,6121,"2,5,6,7,12_fl"
"2,2,4,5,6,7,14_2,4,5,7,14",FLUSH,6653,"2,4,5,7,14_fl"
"4,5,5,13,13,14,14_unfl",TWO_PAIRS,4987,"5,13,13,14,14_unfl"
"2,2,5,5,11,12,14_unfl",TWO_PAIRS,4180,"2,2,5,5,14_unfl"
"3,4,8,9,10,13,14_3,4,8,13,14",FLUSH,6998,"3,4,8,13,14_fl"
"4,4,10,10,11,13,14_4,10,11,13,14",FLUSH,7090,"4,10,11,13,14_fl"
"2,3,4,5,9,11,12_2,3,4,5,11",FLUSH,5984,"2,3,4,5,11_fl"
"3,4,5,9,9,9,13_3,4,5,9,13",FLUSH,6356,"3,4,5,9,13_fl"
"4,4,9,10,10,14,14_unfl",TWO_PAIRS,4958,"9,10,10,14,14_unfl"
"4,7,10,11,12,13,14_4,7,10,12,13,14",FLUSH,7129,"7,10,12,13,14_fl"
"4,5,6,11,11,14,14_unfl",TWO_PAIRS,4966,"6,11,11,14,14_unfl"
"3,7,8,8,9,10,11_3,7,8,9,10,11",STRAIGHT_FLUSH,7458,"7,8,9,10,11_fl"
"3,3,4,5,6,11,14_unfl",ONE_PAIR,1693,"3,3,6,11,14_unfl"
"3,3,3,4,6,10,11_unfl",THREE_OF_KIND,5096,"3,3,3,10,11_unfl"
"2,2,6,9,10,10,13_2,6,9,10,13",FLUSH,6429,"2,6,9,10,13_fl"
"4,7,7,8,11,12,13_4,8,11,12,13",FLUSH,6629,"4,8,11,12,13_fl"
"4,5,9,10,12,14,14_4,5,9,10,12",FLUSH,6219,"4,5,9,10,12_fl"
"4,4,7,8,10,11,14_4,7,8,10,14",FLUSH,6748,"4,7,8,10,14_fl"
"3,3,3,3,4,5,10_unfl",FOUR_OF_KIND,7315,"3,3,3,3,10_unfl"
"4,6,10,10,10,11,14_unfl",THREE_OF_KIND,5586,"10,10,10,11,14_unfl"
"4,7,8,9,10,11,14_4,7,8,10,11",FLUSH,6086,"4,7,8,10,11_fl"
"2,3,6,9,12,12,13_2,6,9,12,13",FLUSH,6569,"2,6,9,12,13_fl"
"2,6,7,9,12,13,14_6,9,12,13,14",FLUSH,7121,"6,9,12,13,14_fl"
"3,3,5,8,8,10,13_unfl",TWO_PAIRS,4322,"3,3,8,8,13_unfl"
"3,7,9,10,10,12,13_7,9,10,12,13",FLUSH,6610,"7,9,10,12,13_fl"
"3,4,6,7,9,12,14_3,4,6,7,9,12",FLUSH,6162,"4,6,7,9,12_fl"
"2,4,4,5,10,12,13_2,4,5,10,12",FLUSH,6181,"2,4,5,10,12_fl"
"2,3,5,5,6,7,8_2,3,5,6,8",FLUSH,5869,"2,3,5,6,8_fl"
"6,7,8,10,10,12,13_6,7,8,10,12",FLUSH,6213,"6,7,8,10,12_fl"
"2,3,4,8,9,14,14_2,3,4,8,9,14",FLUSH,6703,"3,4,8,9,14_fl"
"5,5,6,7,11,12,12_unfl",TWO_PAIRS,4673,"5,5,11,12,12_unfl"
"2,4,6,6,7,12,13_2,6,7,12,13",FLUSH,6544,"2,6,7,12,13_fl"
"3,4,6,7,11,13,14_3,4,6,7,11,14",FLUSH,6790,"4,6,7,11,14_fl"
"2,3,4,6,7,8,14_2,3,4,6,14",FLUSH,6647,"2,3,4,6,14_fl"
"2,3,5,6,9,11,13_2,3,5,11,13",FLUSH,6445,"2,3,5,11,13_fl"
"3,3,5,7,9,11,14_3,5,7,9,14",FLUSH,6695,"3,5,7,9,14_fl"
"3,6,8,11,11,13,13_3,6,8,11,13",FLUSH,6471,"3,6,8,11,13_fl"
"3,3,3,3,5,8,14_unfl",FOUR_OF_KIND,7319,"3,3,3,3,14_unfl"
"3,6,7,8,10,10,11_unfl",ONE_PAIR,3113,"7,8,10,10,11_unfl"
"3,3,5,7,8,12,14_5,7,8,12,14",FLUSH,6889,"5,7,8,12,14_fl"
"4,4,6,6,10,13,13_unfl",TWO_PAIRS,4793,"6,6,10,13,13_unfl"
"2,2,4,4,5,9,13_unfl",TWO_PAIRS,4157,"2,2,4,4,13_unfl"
"2,2,2,2,6,9,9_unfl",FOUR_OF_KIND,7302,"2,2,2,2,9_unfl"
"4,4,5,7,8,8,13_unfl",TWO_PAIRS,4333,"4,4,8,8,13_unfl"
"5,8,10,10,11,12,13_8,10,11,12,13",FLUSH,6646,"8,10,11,12,13_fl"
"6,6,7,9,13,13,14_6,7,9,13,14",FLUSH,7025,"6,7,9,13,14_fl"
"3,4,5,8,8,8,10_3,4,5,8,10",FLUSH,5933,"3,4,5,8,10_fl"
"3,4,8,9,12,13,14_3,8,12,13,14",FLUSH,7112,"3,8,12,13,14_fl"
"4,6,11,12,12,13,14_4,11,12,13,14",FLUSH,7134,"4,11,12,13,14_fl"
"4,5,5,8,10,13,14_4,5,10,13,14",FLUSH,7037,"4,5,10,13,14_fl"
"3,4,4,6,7,9,13_3,4,6,7,9",FLUSH,5892,"3,4,6,7,9_fl"
"2,5,5,7,12,12,13_unfl",TWO_PAIRS,4674,"5,5,12,12,13_unfl"
"2,4,5,5,6,10,11_4,5,6,10,11",FLUSH,6063,"4,5,6,10,11_fl"
"2,4,7,7,7,10,12_2,4,7,10,12",FLUSH,6190,"2,4,7,10,12_fl"
"3,4,8,11,12,13,14_3,4,11,12,14",FLUSH,6942,"3,4,11,12,14_fl"
"5,6,7,9,10,12,14_6,7,9,12,14",FLUSH,6905,"6,7,9,12,14_fl"
"2,3,5,8,10,10,11_2,3,5,8,10",FLUSH,5931,"2,3,5,8,10_fl"
"3,5,9,10,11,13,14_3,9,10,11,13",FLUSH,6522,"3,9,10,11,13_fl"
"4,5,6,7,8,10,14_4,7,8,10,14",FLUSH,6748,"4,7,8,10,14_fl"
"2,7,8,9,10,10,11_2,7,8,9,10,11",STRAIGHT_FLUSH,7458,"7,8,9,10,11_fl"
"3,6,8,8,11,12,14_unfl",ONE_PAIR,2806,"8,8,11,12,14_unfl"
"2,2,3,7,10,11,12_3,7,10,11,12",FLUSH,6302,"3,7,10,11,12_fl"
"3,4,5,7,8,9,14_3,5,7,8,9,14",FLUSH,6714,"5,7,8,9,14_fl"
"2,4,4,4,4,5,11_unfl",FOUR_OF_KIND,7328,"4,4,4,4,11_unfl"
"4,6,8,8,10,13,14_4,8,10,13,14",FLUSH,7049,"4,8,10,13,14_fl"
"7,8,10,12,12,14,14_7,8,10,12,14",FLUSH,6932,"7,8,10,12,14_fl"
"6,6,9,9,13,14,14_unfl",TWO_PAIRS,4950,"9,9,13,14,14_unfl"
"2,3,4,9,10,12,13_2,3,4,9,10,12",FLUSH,6216,"3,4,9,10,12_fl"
"3,4,6,6,8,10,14_unfl",ONE_PAIR,2348,"6,6,8,10,14_unfl"
"3,6,6,8,9,10,14_3,8,9,10,14",FLUSH,6767,"3,8,9,10,14_fl"
"3,4,5,8,11,13,14_3,4,5,8,13",FLUSH,6336,"3,4,5,8,13_fl"
"2,3,4,5,6,6,12_2,3,4,5,12",FLUSH,6109,"2,3,4,5,12_fl"
"4,4,5,7,8,12,13_4,7,8,12,13",FLUSH,6560,"4,7,8,12,13_fl"
"2,2,2,6,7,13,14_unfl",THREE_OF_KIND,5060,"2,2,2,13,14_unfl"
"3,3,8,9,11,12,14_3,8,9,11,14",FLUSH,6823,"3,8,9,11,14_fl"
"5,7,8,9,10,10,14_5,7,8,9,10",FLUSH,5983,"5,7,8,9,10_fl"
"4,5,6,7,7,8,9_4,5,6,8,9",FLUSH,5905,"4,5,6,8,9_fl"
"2,7,9,10,13,14,14_2,9,10,13,14",FLUSH,7053,"2,9,10,13,14_fl"
"4,5,6,9,12,13,13_unfl",ONE_PAIR,3842,"6,9,12,13,13_unfl"
"3,5,8,11,11,12,14_3,8,11,12,14",FLUSH,6956,"3,8,11,12,14_fl"
"3,4,5,7,9,12,13_4,5,7,9,13",FLUSH,6368,"4,5,7,9,13_fl"
"2,3,5,9,10,11,13_3,5,9,11,13",FLUSH,6483,"3,5,9,11,13_fl"
"2,6,7,9,10,12,13_2,6,7,9,12",FLUSH,6160,"2,6,7,9,12_fl"
"2,4,4,7,8,10,13_2,4,7,8,10",FLUSH,5941,"2,4,7,8,10_fl"
"2,3,4,4,6,12,13_2,3,6,12,13",FLUSH,6532,"2,3,6,12,13_fl"
"2,4,5,6,8,8,11_2,4,5,8,11",FLUSH,6001,"2,4,5,8,11_fl"
"6,7,8,9,9,14,14_6,7,8,9,14",FLUSH,6715,"6,7,8,9,14_fl"
"4,7,8,9,11,12,14_4,7,8,9,12,14",FLUSH,6911,"7,8,9,12,14_fl"
"2,3,10,11,11,12,14_2,3,10,11,12",FLUSH,6291,"2,3,10,11,12_fl"
"8,10,10,10,13,13,14_unfl",FULL_HOUSE,7246,"10,10,10,13,13_unfl"
"3,6,7,10,11,12,14_6,7,10,11,14",FLUSH,6842,"6,7,10,11,14_fl"
"3,4,9,10,11,12,12_3,4,9,11,12",FLUSH,6272,"3,4,9,11,12_fl"
"6,8,9,10,10,13,14_8,9,10,13,14",FLUSH,7059,"8,9,10,13,14_fl"
"2,3,7,8,10,11,14_2,3,8,11,14",FLUSH,6792,"2,3,8,11,14_fl"
"2,4,6,6,10,12,13_2,4,6,10,12,13",FLUSH,6592,"4,6,10,12,13_fl"
"3,4,6,6,7,10,13_unfl",ONE_PAIR,2302,"6,6,7,10,13_unfl"
"3,4,6,9,11,12,13_3,4,6,9,11,12,13",FLUSH,6637,"6,9,11,12,13_fl"
"3,3,3,7,10,10,13_unfl",FULL_HOUSE,7159,"3,3,3,10,10_unfl"
"3,4,5,8,11,12,13_5,8,11,12,13",FLUSH,6630,"5,8,11,12,13_fl"
"2,3,5,5,7,9,10_2,5,7,9,10",FLUSH,5963,"2,5,7,9,10_fl"
"6,6,7,8,8,9,10_unfl",STRAIGHT,5858,"6,7,8,9,10_unfl"
"2,4,5,7,11,12,13_2,5,7,11,13",FLUSH,6457,"2,5,7,11,13_fl"
"4,4,4,8,9,9,9_unfl",FULL_HOUSE,7226,"4,4,9,9,9_unfl"
"2,5,6,7,9,12,13_2,5,6,9,12,13",FLUSH,6572,"5,6,9,12,13_fl"
"2,6,8,9,9,10,10_unfl",TWO_PAIRS,4528,"8,9,9,10,10_unfl"
"3,5,7,9,9,10,13_3,5,9,10,13",FLUSH,6427,"3,5,9,10,13_fl"
"3,8,8,9,10,14,14_unfl",TWO_PAIRS,4936,"8,8,10,14,14_unfl"
"2,3,3,4,5,6,8_2,3,4,5,6",STRAIGHT_FLUSH,7453,"2,3,4,5,6_fl"
"5,6,9,10,12,13,14_5,6,9,12,13,14",FLUSH,7121,"6,9,12,13,14_fl"
"5,7,10,11,12,14,14_5,7,10,12,14",FLUSH,6925,"5,7,10,12,14_fl"
"3,5,7,7,9,11,13_3,5,7,9,13",FLUSH,6367,"3,5,7,9,13_fl"
"3,4,9,11,13,13,14_3,9,11,13,14",FLUSH,7082,"3,9,11,13,14_fl"
"4,6,6,7,10,12,13_4,6,7,10,13",FLUSH,6406,"4,6,7,10,13_fl"
"2,6,7,10,12,13,14_2,6,7,10,14",FLUSH,6732,"2,6,7,10,14_fl"
"2,4,5,6,6,7,8_2,5,6,7,8",FLUSH,5879,"2,5,6,7,8_fl"
"2,5,6,8,9,12,12_unfl",ONE_PAIR,3531,"6,8,9,12,12_unfl"
"2,3,7,7,8,10,12_unfl",ONE_PAIR,2487,"7,7,8,10,12_unfl"
"2,2,9,9,10,12,12_unfl",TWO_PAIRS,4716,"9,9,10,12,12_unfl"
"4,6,6,6,8,9,13_4,6,8,9,13",FLUSH,6381,"4,6,8,9,13_fl"
"6,8,10,13,13,13,14_unfl",THREE_OF_KIND,5784,"10,13,13,13,14_unfl"
"6,7,7,9,10,11,11_6,7,9,10,11",FLUSH,6103,"6,7,9,10,11_fl"
"4,5,6,10,11,12,14_4,5,6,10,11",FLUSH,6063,"4,5,6,10,11_fl"
"2,5,5,9,12,14,14_unfl",TWO_PAIRS,4905,"5,5,12,14,14_unfl"
"2,4,4,9,10,12,13_2,4,9,10,13",FLUSH,6424,"2,4,9,10,13_fl"
"3,7,8,10,11,12,14_7,8,10,11,12,14",FLUSH,6974,"8,10,11,12,14_fl"
"3,5,6,7,7,10,13_3,5,6,7,10",FLUSH,5928,"3,5,6,7,10_fl"
"2,3,4,5,8,11,12_4,5,8,11,12",FLUSH,6260,"4,5,8,11,12_fl"
"2,2,8,9,11,11,14_2,8,9,11,14",FLUSH,6822,"2,8,9,11,14_fl"
"2,7,8,8,8,12,13_unfl",THREE_OF_KIND,5445,"8,8,8,12,13_unfl"
"2,3,8,9,14,14,14_unfl",THREE_OF_KIND,5814,"8,9,14,14,14_unfl"
"2,3,5,6,7,8,13_3,5,6,8,13",FLUSH,6341,"3,5,6,8,13_fl"
"5,6,8,12,13,13,14_6,8,12,13,14",FLUSH,7115,"6,8,12,13,14_fl"
"3,6,6,7,9,12,13_3,6,7,9,12",FLUSH,6161,"3,6,7,9,12_fl"
"3,6,7,8,8,8,14_unfl",THREE_OF_KIND,5451,"7,8,8,8,14_unfl"
"5,6,6,8,11,13,14_5,6,8,11,14",FLUSH,6801,"5,6,8,11,14_fl"
"2,2,5,6,6,7,14_unfl",TWO_PAIRS,4213,"2,2,6,6,14_unfl"
"3,4,4,8,9,12,13_3,8,9,12,13",FLUSH,6579,"3,8,9,12,13_fl"
"5,5,7,9,9,9,12_unfl",FULL_HOUSE,7227,"5,5,9,9,9_unfl"
"2,6,7,8,11,12,13_2,8,11,12,13",FLUSH,6627,"2,8,11,12,13_fl"
"2,3,4,5,11,12,13_2,3,4,5,11",FLUSH,5984,"2,3,4,5,11_fl"
"3,4,8,10,11,12,13_3,4,10,11,12",FLUSH,6293,"3,4,10,11,12_fl"
"2,3,8,9,11,13,14_2,8,11,13,14",FLUSH,7075,"2,8,11,13,14_fl"
"2,3,4,4,5,8,14_2,3,4,8,14",FLUSH,6661,"2,3,4,8,14_fl"
"2,2,4,6,7,7,12_unfl",TWO_PAIRS,4255,"2,2,7,7,12_unfl"
"3,7,7,9,10,12,13_3,7,9,10,13",FLUSH,6434,"3,7,9,10,13_fl"
"2,4,4,10,11,12,12_2,4,10,11,12",FLUSH,6292,"2,4,10,11,12_fl"
